SID,CID,GRADE
04000860,CS-03,98.5
04002340,STAT-03,79.5
04004511,HIST-02,97.3
04003700,EE-03,69.0
04008240,LAW-01,79.5
04004900,ECON-01,67.8
04004040,ART-01,82.0
04004491,STAT-03,75.9
04005591,MUS-05,84.6
04001741,MUS-01,76.6
04006440,CS-02,74.5
04006841,ME-01,47.2
04008100,BME-02,30.0
04000721,ME-05,63.9
04008690,SE-05,91.6
04003451,CS-02,84.1
04006030,ME-02,76.8
04003120,MATH-01,67.9
04000020,ART-05,77.8
04008530,ECON-04,89.3
04001521,SE-01,32.2
04005801,ME-01,53.5
04003671,ME-05,80.8
04007740,MATH-02,84.7
04008141,CE-02,71.7
04003860,HIST-04,79.4
04003650,HIST-05,78.7
04001680,PHYS-04,73.2
04003871,MUS-01,77.5
04008760,HIST-03,61.6
04009141,PSY-04,81.7
04003860,ENV-05,30.6
04009291,SE-01,42.2
04006150,CE-04,84.0
04006420,PHIL-02,61.1
04009901,STAT-05,59.6
04008841,CS-04,82.0
04006070,ART-03,75.7
04006120,BIO-03,75.9
04003341,CHEM-02,85.0
04005020,SOC-01,52.7
04003561,PHIL-02,80.5
04003540,MUS-05,46.5
04003390,SOC-02,65.7
04005020,SOC-04,67.0
04005981,LAW-03,65.1
04009151,CHEM-04,64.1
04003681,LAW-04,67.2
04004061,SOC-01,96.6
04003010,ART-04,65.4
04005560,ECON-02,74.7
04008991,BIO-01,61.1
04000730,HIST-03,60.7
04005181,BIO-05,97.4
04002960,EE-02,63.7
04002321,PHYS-03,66.5
04002740,CS-03,71.2
04006300,CE-01,87.5
04001821,ART-04,70.1
04003510,LAW-04,68.0
04004401,PSY-04,83.7
04005301,BME-02,53.6
04002271,SOC-03,58.2
04003911,ME-04,65.0
04007341,EE-01,64.5
04003441,ECON-02,71.4
04006930,HIST-02,79.3
04000341,MUS-04,80.3
04006821,PHIL-02,81.5
04003331,LAW-02,87.6
04006830,ENV-01,31.9
04003091,SOC-01,66.5
04008280,ECON-01,74.3
04008930,MUS-01,93.5
04003091,SOC-04,85.4
04002180,ART-02,72.6
04007740,CS-05,85.9
04005100,BME-02,89.7
04003010,SOC-05,63.2
04004920,STAT-02,90.0
04001961,BIO-05,81.1
04000281,PHIL-05,66.1
04005000,CHEM-02,84.2
04007791,ENV-02,51.7
04006340,ENV-05,71.0
04006781,HIST-03,52.8
04008031,ART-02,69.5
04006841,ECON-01,90.7
04005030,EE-01,54.5
04000810,ECON-04,55.7
04003681,PSY-03,88.1
04004991,ART-03,82.7
04001980,MUS-02,60.7
04003801,PSY-03,97.4
04005061,SOC-01,64.4
04007521,CE-03,83.3
04003610,ME-03,86.2
04006201,SOC-04,80.6
04006331,EE-04,70.3
04002441,ART-04,60.1
04003610,BIO-01,66.2
04004801,MATH-03,60.7
04003851,ART-02,87.6
04007370,CE-02,58.9
04006581,BME-05,74.6
04004720,LAW-01,70.7
04004491,ART-01,73.6
04008611,PHIL-02,93.3
04005801,ECON-01,93.3
04005471,SOC-01,62.2
04007031,ART-04,83.7
04006070,EE-03,70.6
04004250,LAW-03,85.3
04003041,CE-03,58.7
04000691,LAW-04,87.6
04003390,SE-05,64.9
04005151,MUS-05,73.3
04007891,CHEM-01,65.2
04007811,CHEM-02,64.1
04003761,PHIL-05,58.6
04009830,BME-03,38.3
04004210,STAT-03,55.6
04007401,SOC-01,85.8
04001941,PHIL-04,81.6
04001741,ECON-01,60.8
04009520,ART-04,86.0
04005790,ECON-05,36.4
04004101,LAW-04,86.3
04007051,SE-03,91.3
04009061,BIO-02,54.0
04001660,BIO-02,66.9
04009411,MATH-04,49.9
04006110,SE-03,86.4
04008031,CHEM-05,90.7
04002541,ENV-01,37.4
04000680,CS-04,55.6
04004720,SE-05,72.8
04003151,HIST-04,90.1
04007930,ECON-01,45.0
04003151,ENV-05,84.3
04000901,ENV-03,56.1
04001311,LAW-05,97.3
04005011,HIST-03,67.3
04000461,CHEM-02,84.2
04002841,ME-05,89.2
04001081,SOC-02,65.0
04008311,MUS-05,57.3
04005821,ART-04,85.3
04002500,HIST-02,75.9
04007270,ME-05,55.5
04009200,ME-01,67.5
04005091,HIST-03,75.3
04001861,PHIL-05,65.8
04009520,SOC-05,61.5
04005270,EE-04,91.2
04004640,ART-04,88.9
04005921,BIO-05,73.9
04005120,LAW-03,62.5
04000461,STAT-01,60.9
04002960,PSY-01,91.8
04008421,ENV-05,75.1
04000371,CS-04,48.3
04008741,EE-01,86.3
04001870,ENV-04,43.1
04004991,EE-03,65.4
04007011,STAT-04,66.5
04009250,EE-01,67.8
04008040,ART-02,71.5
04003930,PSY-01,72.6
04003061,BIO-03,39.7
04005341,PHYS-04,86.6
04008461,ME-05,44.2
04008930,SE-02,82.8
04000251,CE-03,89.3
04008911,CE-02,62.3
04007270,ENV-01,61.1
04005110,PSY-04,76.5
04004230,EE-02,76.6
04001060,PSY-01,30.0
04009400,BIO-03,65.1
04001241,PSY-02,82.8
04000540,CHEM-05,63.7
04004731,SOC-04,75.3
04007470,ECON-03,57.0
04005821,SOC-05,51.8
04008901,CE-02,67.6
04001850,PHIL-05,81.0
04004491,PHYS-05,73.8
04007961,ENV-05,93.1
04006331,CE-05,78.5
04006160,ECON-03,74.6
04009421,ME-05,39.0
04008620,ECON-03,76.9
04003591,SE-05,79.4
04005710,BIO-05,62.7
04005650,LAW-02,58.5
04002260,LAW-03,88.0
04000010,ECON-01,92.7
04008991,MATH-05,53.5
04003920,ME-01,89.8
04004720,BME-01,56.9
04005231,ME-05,67.7
04008750,MUS-03,48.6
04002210,HIST-03,38.9
04000030,PSY-03,90.3
04007280,STAT-02,80.4
04005710,MATH-05,65.1
04000840,CHEM-01,70.7
04001550,BIO-04,51.5
04006861,SE-04,77.1
04004951,BME-05,67.1
04003610,CS-03,72.4
04006120,ENV-01,68.5
04008001,STAT-02,53.2
04000401,CHEM-05,63.5
04001611,PSY-03,81.7
04002910,MUS-04,82.5
04007531,ART-05,72.6
04001901,MATH-02,67.6
04008760,BIO-03,77.3
04009651,BIO-04,30.0
04005261,CE-03,30.0
04002431,ME-04,88.4
04000391,STAT-04,58.4
04001100,PSY-05,73.7
04008351,LAW-03,88.1
04003311,EE-02,70.6
04008950,LAW-03,70.8
04007181,ME-03,45.6
04008510,CS-02,84.4
04008040,CHEM-05,60.9
04008651,CHEM-02,77.4
04007750,STAT-03,71.4
04006190,ENV-02,53.4
04009110,HIST-02,81.1
04008810,PSY-01,59.9
04005270,ME-03,62.0
04006981,SOC-02,52.2
04008750,LAW-02,63.3
04004040,PHYS-02,67.1
04002721,STAT-04,72.8
04001550,BME-04,95.9
04008120,CHEM-01,63.1
04000651,CE-04,61.9
04000901,CS-02,62.7
04007171,EE-03,77.0
04004170,MATH-01,56.4
04007181,CE-05,75.3
04005341,LAW-05,94.0
04000600,CE-03,86.9
04004741,SE-05,70.9
04001880,SOC-01,89.5
04005511,ME-05,61.3
04003591,BME-01,85.3
04001880,SOC-04,59.3
04009200,ECON-01,79.3
04003411,CE-01,47.3
04000901,CHEM-01,73.2
04008671,STAT-01,60.5
04008311,ART-04,87.8
04005551,ENV-01,61.1
04008600,LAW-02,78.0
04008040,SE-01,66.5
04000941,ART-05,93.1
04002491,ART-04,78.8
04008580,PSY-04,66.8
04008340,ME-04,77.2
04005401,LAW-02,81.6
04009861,PSY-04,63.3
04008291,CE-04,51.6
04007720,BIO-01,85.8
04006220,ECON-04,82.2
04008901,PHIL-01,91.1
04002151,ART-01,53.1
04002630,PSY-05,82.3
04003020,HIST-01,72.8
04006381,MUS-05,73.3
04004980,CHEM-05,85.4
04004960,ENV-02,91.2
04007840,STAT-02,81.0
04004240,PHYS-03,61.4
04008901,CHEM-05,64.6
04001500,HIST-01,49.3
04007950,ART-05,60.8
04001071,PHIL-05,91.9
04002240,MATH-03,57.0
04008071,MATH-01,87.4
04000981,SOC-01,87.4
04001611,MUS-04,88.0
04007481,MUS-02,82.7
04008641,PHIL-05,88.8
04001081,BME-01,49.5
04000880,LAW-02,91.0
04009980,PHIL-03,65.7
04005721,LAW-04,81.8
04006110,LAW-03,87.6
04001200,ENV-05,67.8
04005261,ME-02,89.6
04000361,MUS-05,85.7
04008260,SOC-05,90.2
04007331,STAT-05,38.5
04007450,HIST-01,84.6
04006510,CE-05,72.9
04009451,LAW-05,77.1
04004770,ART-02,78.8
04003561,ART-03,74.5
04008911,SE-01,88.9
04006160,BIO-02,67.9
04009941,PHIL-04,59.6
04000621,MATH-02,50.8
04000570,BME-04,59.4
04003951,PHYS-04,60.5
04007120,PHYS-03,60.4
04005421,HIST-04,90.1
04008100,MUS-03,80.6
04005421,ENV-05,76.9
04005661,STAT-03,70.6
04007731,PSY-03,45.9
04009920,SOC-02,88.0
04007781,STAT-04,80.5
04003061,ME-05,68.9
04008231,CE-03,93.5
04001571,PSY-01,43.8
04007911,LAW-04,63.8
04005700,ART-01,82.2
04003821,HIST-02,73.2
04005481,CHEM-03,76.0
04007321,BME-01,81.4
04001550,SOC-03,80.9
04002101,PSY-03,68.1
04009400,ME-05,60.8
04006560,BME-04,83.3
04001210,HIST-05,84.9
04009481,ECON-03,85.5
04006211,ECON-04,69.6
04009651,SOC-03,71.7
04004770,PHIL-01,83.9
04006770,PHIL-02,56.5
04000090,MATH-02,77.3
04002401,SE-05,95.3
04000221,EE-02,77.6
04001911,EE-04,81.3
04007161,MUS-03,77.1
04005530,SE-04,47.5
04004330,STAT-04,69.1
04006350,CS-01,73.2
04006520,SOC-03,37.1
04004530,BIO-04,80.4
04000391,BME-03,92.9
04001970,SE-03,70.4
04009391,ECON-05,82.2
04008810,ECON-05,57.9
04002300,MATH-05,97.2
04004491,PHYS-02,63.0
04007071,SOC-03,96.2
04009621,ENV-02,46.7
04008471,HIST-02,44.4
04004350,CHEM-05,74.4
04006231,MUS-03,56.2
04001980,STAT-01,61.8
04009120,SOC-03,65.0
04000120,ART-05,69.3
04000621,CS-05,48.5
04004070,LAW-05,82.6
04009190,MUS-01,70.6
04003700,SOC-05,51.8
04009530,LAW-03,86.9
04001521,MATH-01,69.1
04001580,SOC-04,48.9
04007161,LAW-02,81.6
04003951,LAW-05,66.8
04003561,EE-03,82.0
04006651,ART-02,73.9
04007680,PHIL-02,78.3
04008760,ENV-01,82.7
04000041,PSY-05,84.4
04009291,MATH-01,87.6
04007671,LAW-05,90.8
04002041,ART-03,45.8
04002210,BIO-03,99.2
04008731,STAT-04,53.0
04009641,SOC-01,79.5
04009151,PHIL-05,80.1
04000911,SE-02,98.3
04000201,CE-02,77.1
04003321,BIO-02,69.8
04003860,SE-05,87.3
04002691,SE-02,57.1
04005201,CS-01,63.0
04000570,SOC-03,67.0
04005141,HIST-04,76.5
04002980,CE-04,65.5
04009200,PHIL-02,84.4
04003821,SOC-02,69.2
04004900,ART-03,64.6
04000730,ENV-01,40.0
04003070,CE-01,46.7
04006821,EE-03,49.3
04001331,CE-04,91.6
04005301,LAW-02,65.9
04008501,BIO-02,75.3
04009190,ME-01,77.7
04008110,MATH-01,59.6
04007470,BME-02,76.9
04000621,CHEM-01,81.5
04003401,STAT-05,72.4
04004230,ECON-05,85.3
04002080,BIO-02,67.4
04006080,PSY-03,50.8
04004651,PSY-03,83.4
04006560,SOC-03,87.6
04006551,PHYS-02,47.7
04009040,LAW-01,36.7
04002710,CHEM-03,68.6
04004141,PSY-02,95.5
04007860,ART-01,58.0
04005410,ME-01,49.4
04006721,CHEM-02,93.3
04001911,CE-05,78.9
04000130,HIST-02,52.9
04005760,BME-05,93.7
04004791,ART-01,84.8
04008631,CHEM-05,74.6
04006060,LAW-02,60.5
04004830,ME-05,73.3
04007631,ECON-02,43.9
04002590,ENV-02,69.1
04000641,BIO-04,79.3
04003671,CHEM-04,65.1
04005831,CHEM-03,77.0
04004880,BME-05,75.2
04004280,BME-05,55.9
04006751,EE-03,61.7
04009790,HIST-01,78.1
04006721,STAT-01,83.4
04009711,SE-01,84.6
04007820,EE-05,82.0
04002391,CE-01,41.6
04008130,MATH-03,95.1
04009250,MUS-01,82.4
04003681,CS-01,80.2
04004670,CE-03,30.0
04001410,STAT-04,58.7
04008400,BME-02,75.3
04003860,BME-01,63.7
04008130,STAT-05,50.7
04009980,MATH-04,81.9
04008550,CHEM-02,82.5
04006661,BME-03,68.6
04005240,PHIL-05,84.6
04009341,CE-05,58.2
04005220,CE-03,88.8
04007690,CE-03,62.3
04005760,HIST-05,92.8
04000520,CS-05,49.0
04005290,STAT-04,68.3
04007420,ME-05,62.9
04006710,ART-01,60.8
04008631,SE-01,60.9
04000641,BME-04,65.8
04007531,PHYS-02,85.6
04001921,SE-03,63.7
04009431,BME-04,75.8
04001060,STAT-02,63.6
04005430,MUS-05,46.5
04009850,LAW-03,66.7
04003151,LAW-01,57.9
04009350,ME-04,90.7
04007621,CE-01,63.9
04003700,PSY-05,79.2
04001890,PSY-02,65.0
04008651,PSY-04,80.4
04000181,ECON-05,63.2
04002561,ENV-03,75.2
04002221,BME-03,62.5
04008300,PSY-03,81.1
04001790,PHIL-01,39.9
04002620,STAT-04,78.3
04006070,SOC-05,89.2
04007420,ENV-01,76.2
04001691,CHEM-04,73.8
04006240,PHYS-05,88.7
04002481,CHEM-04,88.5
04004300,HIST-01,79.3
04003551,PSY-04,52.4
04000551,SE-02,94.6
04000101,BME-04,39.5
04001040,CS-02,83.5
04005020,PHYS-03,67.7
04009120,EE-01,76.3
04003331,MUS-02,96.8
04001870,CE-03,81.8
04007920,PHYS-04,74.0
04004270,CE-05,73.1
04008050,ART-04,94.0
04005451,PHIL-03,64.0
04001831,BME-03,54.7
04000201,SE-01,83.5
04001911,CS-03,90.9
04008381,ENV-04,46.2
04003530,ENV-02,62.5
04007850,SE-04,92.0
04001040,CHEM-01,67.3
04005330,LAW-01,85.9
04000060,CHEM-03,71.5
04005410,ECON-01,85.7
04007961,LAW-01,83.0
04000831,EE-04,96.0
04008251,PSY-02,68.1
04006440,CE-02,58.7
04009230,SE-04,74.9
04009461,PSY-04,85.9
04000511,ME-04,66.2
04002970,SOC-04,74.3
04003890,PSY-04,68.3
04006901,ME-03,83.2
04004570,PHYS-04,95.7
04006901,BIO-01,71.2
04001790,SE-01,78.2
04004780,LAW-01,82.1
04000680,LAW-03,49.1
04005650,EE-05,80.9
04000430,ME-01,66.1
04004151,SE-05,92.3
04009661,PHYS-04,76.4
04007700,PHYS-02,88.8
04003350,HIST-02,91.7
04001741,ART-03,30.0
04007481,STAT-01,61.7
04008741,SE-02,89.2
04004390,CHEM-03,57.6
04002871,ECON-01,53.6
04000030,CS-01,84.3
04002951,PHYS-01,34.3
04000381,CS-01,46.3
04006701,MUS-03,39.7
04006201,PHYS-03,77.6
04007510,CHEM-03,84.7
04000641,SOC-03,60.3
04000371,LAW-03,74.2
04001841,STAT-02,73.1
04003151,BME-01,55.4
04005810,BME-02,77.6
04000191,EE-05,62.4
04001350,ME-03,76.5
04001020,STAT-01,37.1
04002710,ART-01,96.4
04002350,LAW-05,89.9
04001371,CE-01,90.0
04005471,PHYS-03,46.9
04008690,STAT-05,95.2
04003711,ENV-04,56.1
04000221,ECON-05,81.8
04007250,SE-04,98.8
04009590,PSY-01,83.6
04004960,ECON-03,61.3
04008681,ECON-01,98.8
04005831,ART-01,69.6
04006000,BME-05,83.4
04002660,BME-04,67.3
04008240,STAT-05,57.4
04003020,CE-01,93.9
04007191,PHIL-03,70.7
04002411,CE-05,94.6
04008210,ART-04,72.3
04005481,BIO-01,83.0
04008530,ME-03,62.2
04005801,CS-04,75.6
04002821,ME-05,83.0
04008390,LAW-01,78.0
04001481,CE-02,91.1
04006101,BIO-01,43.2
04003851,PHIL-04,75.3
04005440,BIO-01,58.3
04001091,HIST-02,65.6
04004911,LAW-03,92.1
04009421,CHEM-04,64.3
04000071,STAT-04,76.9
04000831,CE-05,70.1
04000010,ART-03,39.9
04007961,BME-01,67.8
04003101,BIO-02,72.9
04002221,LAW-04,86.5
04003730,CE-01,60.2
04001711,PHYS-01,37.5
04005991,PSY-03,68.7
04005210,BME-02,86.9
04005041,ENV-02,72.4
04004050,ECON-04,60.5
04000291,ENV-03,73.1
04003811,ECON-03,52.0
04002511,BME-03,68.2
04001200,LAW-01,82.5
04000351,SE-04,77.6
04007491,SOC-05,61.6
04005650,MUS-02,62.8
04009960,PSY-04,90.5
04004700,CE-05,72.1
04000321,EE-04,86.7
04007231,ART-05,30.0
04001561,ART-05,94.2
04009331,BME-04,69.5
04004820,BME-05,75.4
04000230,STAT-04,78.5
04005981,SOC-02,77.7
04008660,PSY-01,73.8
04006250,CHEM-03,60.2
04002131,LAW-01,83.2
04001620,ENV-04,43.2
04001460,HIST-03,48.5
04005611,ENV-01,61.4
04005551,CHEM-04,60.5
04006010,HIST-03,96.9
04006461,MUS-03,85.8
04003051,BME-03,71.0
04007740,CE-02,66.1
04002470,CS-03,68.9
04003191,MUS-03,64.0
04004980,MATH-01,67.6
04000591,STAT-04,84.8
04003941,ECON-05,67.1
04001420,MATH-05,72.7
04005901,EE-01,75.0
04003631,ART-02,81.8
04004991,PSY-05,85.6
04006640,BME-05,84.2
04005511,CHEM-04,90.9
04001200,SE-05,74.0
04009200,ART-03,80.7
04005831,PHYS-05,87.4
04003510,STAT-03,69.4
04008381,CS-04,56.0
04008040,PHIL-04,60.2
04003740,CHEM-04,77.4
04008750,MUS-02,51.9
04009621,ECON-03,79.8
04006270,ENV-03,86.5
04006610,CS-01,75.8
04006770,EE-03,70.6
04006150,PHIL-04,68.6
04006240,BIO-05,52.3
04008830,PHIL-05,57.7
04004631,PHYS-04,87.3
04004930,BIO-04,78.3
04009750,PSY-02,86.8
04005670,ECON-05,91.3
04003171,CE-05,47.2
04004581,CS-01,61.1
04001091,SOC-02,64.2
04000751,MUS-04,47.8
04009221,ART-05,58.1
04008961,MUS-03,78.2
04002630,HIST-02,83.9
04002740,STAT-01,30.0
04006591,BME-04,95.8
04006721,PSY-04,81.3
04002920,BME-03,52.8
04007220,STAT-01,70.1
04003911,SE-04,96.4
04004081,ME-05,92.4
04008600,MUS-02,94.5
04003251,PHIL-01,49.1
04009701,MUS-01,76.3
04000891,ART-05,82.3
04006640,HIST-05,45.5
04004960,BIO-02,80.9
04008930,CS-04,50.0
04008011,PHIL-03,87.7
04006450,ME-04,59.1
04000251,ENV-05,70.6
04009590,ECON-05,75.8
04009310,PSY-04,43.4
04003920,ART-03,50.9
04003251,CHEM-05,75.4
04007661,STAT-04,97.0
04005110,MUS-05,56.4
04009431,EE-01,79.4
04002260,HIST-02,55.2
04003331,ME-01,62.4
04005251,SE-04,41.1
04004360,CHEM-03,86.3
04009240,ENV-03,61.4
04003470,EE-04,72.2
04008961,LAW-02,81.6
04005981,SE-05,81.3
04009601,SE-01,89.1
04000840,CE-02,57.6
04007141,MUS-01,85.4
04000880,MUS-02,89.2
04009571,PHYS-04,65.4
04000291,CHEM-01,76.5
04000240,ART-02,89.5
04006710,BIO-05,73.7
04003061,CHEM-04,75.7
04001311,ME-05,67.2
04005421,BME-01,82.4
04008681,PHIL-02,80.3
04008950,HIST-02,63.8
04004101,STAT-03,77.9
04007941,PHYS-03,72.8
04004941,ME-02,84.3
04002780,BME-02,73.3
04009701,ME-01,82.6
04009490,EE-02,32.0
04009270,BME-02,68.1
04006260,PSY-01,48.7
04006420,SOC-05,90.5
04004310,STAT-05,66.4
04003880,MATH-05,69.9
04006510,MUS-02,53.3
04008141,STAT-02,88.5
04002590,ECON-03,76.0
04002881,ENV-02,78.1
04003681,ART-05,81.2
04006430,HIST-04,38.4
04003591,MATH-03,62.6
04003801,ART-05,55.4
04005120,SOC-02,52.7
04008221,ECON-02,38.7
04001660,SOC-03,47.6
04000110,MATH-04,75.8
04009790,CE-01,61.5
04007740,SE-01,71.1
04003510,ART-05,81.6
04001961,ENV-03,50.3
04006220,EE-04,90.4
04000270,PHIL-03,87.3
04006030,LAW-01,73.5
04000810,CS-03,54.3
04006300,ECON-05,78.7
04006591,SOC-03,55.7
04005191,BIO-02,70.9
04006060,EE-05,47.1
04008100,MUS-02,30.0
04006021,MATH-05,89.8
04008580,MUS-05,88.6
04003750,BIO-02,32.1
04006250,ART-01,61.9
04009621,BIO-02,78.5
04003470,ME-03,76.1
04000430,PHIL-02,85.1
04004501,ENV-03,75.5
04007870,PHIL-03,70.5
04004200,PSY-04,99.7
04003470,BIO-01,91.8
04008890,CHEM-05,95.5
04007291,LAW-03,54.7
04004770,PHIL-04,51.3
04008200,CHEM-03,85.1
04004070,BIO-03,87.9
04000700,MUS-04,55.7
04008721,LAW-05,86.0
04001390,SOC-01,53.9
04007840,STAT-04,86.8
04002980,PSY-05,64.5
04003961,EE-04,94.3
04004741,MATH-03,39.6
04000410,ECON-03,57.3
04007341,ENV-04,62.8
04009280,BME-05,64.5
04006030,SE-05,76.4
04002910,ART-01,47.0
04001400,LAW-05,60.5
04001020,PSY-04,65.4
04009861,PHIL-01,83.9
04003341,ART-02,69.5
04004021,PHYS-04,64.4
04009470,CS-03,54.3
04009731,SOC-03,67.2
04003841,LAW-04,97.5
04003610,CHEM-02,53.5
04007380,ECON-04,39.5
04001341,MUS-03,53.1
04002491,HIST-02,71.7
04008200,STAT-03,72.7
04006231,MUS-02,89.1
04008890,SE-01,46.8
04002901,ECON-03,72.8
04007760,HIST-04,69.0
04000610,LAW-01,69.4
04003530,ECON-03,97.5
04005801,SE-03,80.0
04005730,CHEM-05,66.2
04007321,MATH-03,83.6
04001191,PHYS-04,95.9
04002710,BIO-05,74.8
04007661,BME-03,59.7
04008300,CS-01,49.3
04002481,PHIL-05,95.5
04008970,ENV-03,70.9
04005650,ME-01,72.7
04001220,CHEM-04,80.9
04009830,CHEM-03,85.9
04005030,ENV-04,77.7
04008231,ENV-05,49.4
04002431,SE-04,80.8
04006220,ME-03,95.2
04006211,EE-04,84.3
04007301,ECON-04,77.3
04007911,ME-04,87.7
04002201,HIST-05,64.8
04005831,BIO-05,65.7
04005181,CHEM-01,41.1
04004830,CHEM-04,72.3
04004460,PHIL-04,91.6
04003811,BME-02,94.4
04000851,ME-05,40.4
04005471,ECON-02,57.8
04003401,PHIL-03,68.3
04009490,PSY-01,59.9
04009651,SE-02,33.4
04009681,ENV-04,51.0
04004010,CE-04,79.3
04002810,PHYS-04,53.0
04003010,HIST-05,51.7
04000201,MATH-01,67.2
04003031,ME-03,87.5
04001961,CS-02,70.3
04002060,MUS-01,94.6
04002590,BIO-02,46.8
04008501,LAW-02,69.3
04000191,ME-01,51.5
04008671,CE-04,68.3
04004110,PHYS-05,87.7
04003561,PSY-05,96.5
04005591,BME-05,68.5
04003991,PSY-03,89.8
04006651,PHIL-04,68.9
04009481,MUS-03,80.4
04001821,HIST-05,45.1
04008120,SE-01,46.1
04001160,BIO-02,59.8
04006730,PHYS-04,56.7
04005810,MUS-03,59.9
04001961,CHEM-01,87.8
04002771,BIO-03,77.2
04008631,PHIL-04,51.3
04009821,SE-05,54.0
04002731,CS-05,77.3
04001651,PHYS-03,91.0
04008340,SE-04,89.1
04001210,ENV-02,86.3
04003781,PHIL-03,51.3
04008940,PHIL-02,81.9
04007051,SOC-02,70.3
04009030,MUS-03,82.9
04008130,PHIL-03,88.5
04001360,PHYS-04,67.1
04002031,BIO-03,57.0
04009461,CE-04,65.4
04004610,CE-02,95.1
04002561,PHYS-01,62.8
04006870,STAT-01,64.2
04007361,BIO-02,68.5
04001241,PHYS-01,87.4
04009931,EE-03,67.7
04006331,STAT-01,36.7
04009890,ECON-02,60.2
04008781,MATH-04,89.3
04001140,ECON-02,95.8
04001660,EE-01,48.9
04009190,ART-03,52.2
04008741,ENV-04,64.0
04008251,CS-02,61.4
04000010,SE-03,99.5
04003580,BIO-02,97.2
04009030,LAW-02,66.9
04009560,ME-04,71.0
04003041,SOC-02,36.1
04002391,EE-02,98.0
04008251,CHEM-01,74.1
04008381,ME-02,81.2
04006751,PSY-05,84.2
04003470,MATH-05,86.2
04000880,ME-01,59.4
04002020,BME-05,92.7
04005370,PHYS-04,83.6
04009061,EE-05,90.6
04005041,ECON-03,72.1
04007791,MUS-03,57.4
04008280,SOC-05,70.3
04004561,PHYS-03,68.0
04001811,BIO-01,88.1
04008200,ART-01,78.7
04006560,SE-02,83.6
04005741,LAW-03,64.7
04009780,MATH-03,55.0
04008060,SOC-02,72.1
04006220,CS-03,78.6
04006501,SOC-01,90.4
04004481,STAT-01,71.2
04007181,STAT-01,64.0
04005970,EE-04,58.3
04003790,LAW-05,67.7
04009761,ECON-01,75.2
04004321,MUS-04,77.7
04003540,HIST-05,67.0
04008160,SOC-04,72.1
04000891,PHYS-02,58.6
04001360,LAW-05,74.2
04004411,CE-04,69.1
04009841,CE-05,93.3
04009530,SOC-02,79.9
04005921,CHEM-01,88.7
04003951,ME-05,88.4
04008930,ME-02,79.8
04004260,ME-03,51.2
04001031,MUS-04,90.6
04002020,HIST-05,74.6
04008750,ECON-01,58.4
04007161,MUS-01,90.6
04004540,PHYS-04,84.3
04003570,ART-03,37.7
04006941,PSY-01,85.7
04004651,STAT-03,89.6
04008031,BME-05,98.5
04005901,ME-01,58.3
04003361,EE-05,77.1
04009830,ART-01,77.3
04005220,ENV-05,91.1
04004260,CE-05,48.0
04002461,CHEM-02,55.6
04000020,ENV-03,92.3
04002101,ART-05,77.0
04005801,LAW-03,76.6
04003711,ME-02,84.3
04003720,PHYS-04,85.6
04007210,SOC-04,82.1
04000771,CE-03,71.3
04009010,HIST-02,94.4
04009721,SE-04,52.3
04008681,ART-03,83.8
04002461,STAT-01,92.5
04003930,STAT-04,88.8
04000560,SOC-03,75.7
04007240,BME-02,38.5
04007460,HIST-04,84.0
04005511,PHIL-05,46.6
04007460,ENV-05,59.3
04002000,LAW-04,85.5
04008651,MUS-05,71.2
04001150,BIO-04,45.8
04002190,PHYS-04,91.5
04003740,PHIL-05,93.1
04001060,STAT-04,61.8
04002821,CHEM-04,59.0
04007210,BME-01,88.5
04007011,CHEM-03,44.0
04003401,MATH-04,48.9
04006690,CS-04,72.0
04007161,ME-01,69.8
04004610,SE-01,60.9
04006211,CS-03,61.3
04005840,PHYS-02,73.3
04003271,BME-02,61.3
04005970,BIO-01,89.0
04002771,ME-05,81.6
04008170,BIO-03,50.7
04003191,EE-05,84.2
04008841,SOC-02,64.0
04008060,SE-05,80.5
04004131,BIO-03,90.0
04007391,SOC-02,72.9
04001040,CE-02,80.4
04000090,PHIL-01,53.4
04002300,MATH-02,30.0
04004840,MATH-04,86.6
04002031,ME-05,72.7
04008320,PHIL-04,81.7
04007110,PHYS-04,62.3
04001700,ME-04,76.0
04006040,ECON-04,71.2
04002411,MUS-02,58.2
04006881,EE-04,71.7
04003431,MATH-05,77.1
04000090,CHEM-05,60.7
04005881,ME-04,97.5
04001731,MATH-02,42.3
04005041,BIO-02,87.4
04003621,CHEM-03,73.4
04006721,CE-04,74.3
04006250,MATH-05,36.4
04004001,ME-05,74.5
04002031,ENV-01,50.1
04009501,ME-03,80.5
04008381,LAW-03,81.3
04009870,BIO-01,61.8
04004951,ECON-04,92.4
04009601,MATH-01,53.7
04002881,ECON-03,30.0
04004260,CS-03,87.8
04009850,SOC-02,66.1
04009250,CS-04,46.5
04006150,BME-05,90.9
04005901,ECON-01,47.6
04002861,CE-01,85.1
04002940,MATH-02,86.4
04006080,ART-05,77.2
04004651,ART-05,79.8
04000930,PHYS-02,82.2
04000090,SE-01,73.5
04002111,PSY-01,69.6
04007261,CS-01,73.8
04000391,STAT-03,70.5
04008620,EE-01,83.0
04000751,ME-04,82.8
04000990,CE-04,66.9
04005451,BIO-04,45.1
04000911,CE-03,70.8
04000451,EE-04,76.6
04006350,SE-04,61.2
04002681,SOC-04,74.7
04008421,MATH-03,76.1
04000951,ART-03,74.6
